Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
12095,呆れ顔,,,,,,,,,,,,
12096,警部,,,,,,,,,,,,
12097,ふかふか,,,,,,,,,,,,
12098,今しがた,,,,,,,,,,,,
12099,容態,,,,,,,,,,,,
12100,暦,,,,,,,,,,,,
12101,なあんだ,,,,,,,,,,,,
12102,朝飯,,,,,,,,,,,,
12103,郡,,,,,,,,,,,,
12104,判決,,,,,,,,,,,,
12105,被る,,,,,,,,,,,,
12106,怒鳴り声,,,,,,,,,,,,
12107,笠,,,,,,,,,,,,
12108,まり,,,,,,,,,,,,
12109,安らぎ,,,,,,,,,,,,
12110,父ちゃん,,,,,,,,,,,,
12111,頭蓋骨,,,,,,,,,,,,
12112,回線,,,,,,,,,,,,
12113,気性,,,,,,,,,,,,
12114,地雷,,,,,,,,,,,,
12115,手触り,,,,,,,,,,,,
12116,出店,,,,,,,,,,,,
12117,数分後,,,,,,,,,,,,
12118,皇,,,,,,,,,,,,
12119,譲歩,,,,,,,,,,,,
12120,入念,,,,,,,,,,,,
12121,異界,,,,,,,,,,,,
12122,それもこれも,,,,,,,,,,,,
12123,説明がつく,,,,,,,,,,,,
12124,臆病者,,,,,,,,,,,,
12125,見立てる,,,,,,,,,,,,
12126,からというもの,,,,,,,,,,,,
12127,数え切れない,,,,,,,,,,,,
12128,残業,,,,,,,,,,,,
12129,術,,,,,,,,,,,,
12130,機動,,,,,,,,,,,,
12131,ガッツポーズ,,,,,,,,,,,,
12132,欠陥,,,,,,,,,,,,
12133,著者,,,,,,,,,,,,
12134,ビシッと,,,,,,,,,,,,
12135,小瓶,,,,,,,,,,,,
12136,身も心も,,,,,,,,,,,,
12137,取っておく,,,,,,,,,,,,
12138,張り,,,,,,,,,,,,
12139,自販機,,,,,,,,,,,,
12140,て言うか,,,,,,,,,,,,
12141,目掛ける,,,,,,,,,,,,
12142,痣,,,,,,,,,,,,
12143,献上,,,,,,,,,,,,
12144,冷淡,,,,,,,,,,,,
12145,牧場,,,,,,,,,,,,
12146,卑しい,,,,,,,,,,,,
12147,送り,,,,,,,,,,,,
12148,合い,,,,,,,,,,,,
12149,東側,,,,,,,,,,,,
12150,お腹いっぱい,,,,,,,,,,,,
12151,公演,,,,,,,,,,,,
12152,それっ,,,,,,,,,,,,
12153,比喩,,,,,,,,,,,,
12154,目の下,,,,,,,,,,,,
12155,主導,,,,,,,,,,,,
12156,話し出す,,,,,,,,,,,,
12157,引き剥がす,,,,,,,,,,,,
12158,悲しげ,,,,,,,,,,,,
12159,爆ぜる,,,,,,,,,,,,
12160,サラサラ,,,,,,,,,,,,
12161,動力,,,,,,,,,,,,
12162,なりと,,,,,,,,,,,,
12163,超絶,,,,,,,,,,,,
12164,はいよ,,,,,,,,,,,,
12165,規則正しい,,,,,,,,,,,,
12166,心を読む,,,,,,,,,,,,
12167,ごそごそ,,,,,,,,,,,,
12168,頼み込む,,,,,,,,,,,,
12169,共鳴,,,,,,,,,,,,
12170,腰を抜かす,,,,,,,,,,,,
12171,罰ゲーム,,,,,,,,,,,,
12172,察するに,,,,,,,,,,,,
12173,一条,,,,,,,,,,,,
12174,垂れ流す,,,,,,,,,,,,
12175,おまじない,,,,,,,,,,,,
12176,勘定,,,,,,,,,,,,
12177,同一人物,,,,,,,,,,,,
12178,面目,,,,,,,,,,,,
12179,目を疑う,,,,,,,,,,,,
12180,寿司,,,,,,,,,,,,
12181,一喝,,,,,,,,,,,,
12182,洩らす,,,,,,,,,,,,
12183,上流,,,,,,,,,,,,
12184,一安心,,,,,,,,,,,,
12185,冷,,,,,,,,,,,,
12186,測定,,,,,,,,,,,,
12187,残滓,,,,,,,,,,,,
12188,上を向く,,,,,,,,,,,,
12189,着陸,,,,,,,,,,,,
12190,差し掛かる,,,,,,,,,,,,
12191,敬愛,,,,,,,,,,,,
12192,草むら,,,,,,,,,,,,
12193,別室,,,,,,,,,,,,
12194,鼓舞,,,,,,,,,,,,
12195,乃,,,,,,,,,,,,
12196,キャベツ,,,,,,,,,,,,
12197,愛想笑い,,,,,,,,,,,,
12198,思い入れ,,,,,,,,,,,,
12199,姉上,,,,,,,,,,,,
12200,偽者,,,,,,,,,,,,
12201,安泰,,,,,,,,,,,,
12202,屈む,,,,,,,,,,,,
12203,いつになったら,,,,,,,,,,,,
12204,小説家,,,,,,,,,,,,
12205,習性,,,,,,,,,,,,
12206,及ぼす,,,,,,,,,,,,
12207,即刻,,,,,,,,,,,,
12208,過度,,,,,,,,,,,,
12209,吹っ切れる,,,,,,,,,,,,
12210,細部,,,,,,,,,,,,
12211,豊,,,,,,,,,,,,
12212,奇声,,,,,,,,,,,,
12213,障害物,,,,,,,,,,,,
12214,吊る,,,,,,,,,,,,
12215,社交,,,,,,,,,,,,
12216,居なくなる,,,,,,,,,,,,
12217,手札,,,,,,,,,,,,
12218,話が早い,,,,,,,,,,,,
12219,を介して,,,,,,,,,,,,
12220,馬鹿野郎,,,,,,,,,,,,
12221,仲が悪い,,,,,,,,,,,,
12222,木の実,,,,,,,,,,,,
12223,好評,,,,,,,,,,,,
12224,点滅,,,,,,,,,,,,
12225,入部,,,,,,,,,,,,
12226,弛緩,,,,,,,,,,,,
12227,山本,,,,,,,,,,,,
12228,暴動,,,,,,,,,,,,
12229,一足先,,,,,,,,,,,,
12230,凝縮,,,,,,,,,,,,
12231,浜辺,,,,,,,,,,,,
12232,私室,,,,,,,,,,,,
12233,ぽろぽろ,,,,,,,,,,,,
12234,高台,,,,,,,,,,,,
12235,変動,,,,,,,,,,,,
12236,瞬間的,,,,,,,,,,,,
12237,十字,,,,,,,,,,,,
12238,見え隠れ,,,,,,,,,,,,
12239,境地,,,,,,,,,,,,
12240,何も無い,,,,,,,,,,,,
12241,窓枠,,,,,,,,,,,,
12242,緩慢,,,,,,,,,,,,
12243,全身全霊,,,,,,,,,,,,
12244,凛々しい,,,,,,,,,,,,
12245,人間性,,,,,,,,,,,,
12246,正直言って,,,,,,,,,,,,
12247,念願,,,,,,,,,,,,
12248,士官,,,,,,,,,,,,
12249,自分の分,,,,,,,,,,,,
12250,駆逐,,,,,,,,,,,,
12251,抽出,,,,,,,,,,,,
12252,銭,,,,,,,,,,,,
12253,亜,,,,,,,,,,,,
12254,償い,,,,,,,,,,,,
12255,待ち合わせる,,,,,,,,,,,,
12256,跡形もなく,,,,,,,,,,,,
12257,盛り上がり,,,,,,,,,,,,
12258,うずめる,,,,,,,,,,,,
12259,不慣れ,,,,,,,,,,,,
12260,貿易,,,,,,,,,,,,
12261,手軽,,,,,,,,,,,,
12262,書店,,,,,,,,,,,,
12263,秘匿,,,,,,,,,,,,
12264,首謀者,,,,,,,,,,,,
12265,水槽,,,,,,,,,,,,
12266,支配下,,,,,,,,,,,,
12267,おぼろげ,,,,,,,,,,,,
12268,痺れ,,,,,,,,,,,,
12269,差し支える,,,,,,,,,,,,
12270,否む,,,,,,,,,,,,
12271,乗り換える,,,,,,,,,,,,
12272,づく,,,,,,,,,,,,
12273,形だけ,,,,,,,,,,,,
12274,百姓,,,,,,,,,,,,
12275,足の裏,,,,,,,,,,,,
12276,若々しい,,,,,,,,,,,,
12277,ひっきりなし,,,,,,,,,,,,
12278,利点,,,,,,,,,,,,
12279,至高,,,,,,,,,,,,
12280,ハサミ,,,,,,,,,,,,
12281,動員,,,,,,,,,,,,
12282,突っ切る,,,,,,,,,,,,
12283,騒然,,,,,,,,,,,,
12284,食感,,,,,,,,,,,,
12285,大和,,,,,,,,,,,,
12286,精進,,,,,,,,,,,,
12287,ボランティア,,,,,,,,,,,,
12288,お気になさらず,,,,,,,,,,,,
12289,明滅,,,,,,,,,,,,
12290,とかす,,,,,,,,,,,,
12291,信憑性,,,,,,,,,,,,
12292,出来るようになる,,,,,,,,,,,,
12293,省略,,,,,,,,,,,,
12294,依然,,,,,,,,,,,,
12295,みたいな,,,,,,,,,,,,
12296,部活動,,,,,,,,,,,,
12297,大群,,,,,,,,,,,,
12298,闘志,,,,,,,,,,,,
12299,領内,,,,,,,,,,,,
12300,つもりである,,,,,,,,,,,,
12301,ガラガラ,,,,,,,,,,,,
12302,どくん,,,,,,,,,,,,
12303,学園祭,,,,,,,,,,,,
12304,十一月,,,,,,,,,,,,
12305,盗み,,,,,,,,,,,,
12306,免許,,,,,,,,,,,,
12307,文官,,,,,,,,,,,,
12308,つまみ,,,,,,,,,,,,
12309,史上,,,,,,,,,,,,
12310,一部分,,,,,,,,,,,,
12311,汽車,,,,,,,,,,,,
12312,棲む,,,,,,,,,,,,
12313,名探偵,,,,,,,,,,,,
12314,幻聴,,,,,,,,,,,,
12315,廃棄,,,,,,,,,,,,
12316,飲ます,,,,,,,,,,,,
12317,より大きい,,,,,,,,,,,,
12318,台座,,,,,,,,,,,,
12319,銃撃,,,,,,,,,,,,
12320,千円,,,,,,,,,,,,
12321,寛容,,,,,,,,,,,,
12322,世界観,,,,,,,,,,,,
12323,幕府,,,,,,,,,,,,
12324,甘美,,,,,,,,,,,,
12325,肉棒,,,,,,,,,,,,
12326,生命体,,,,,,,,,,,,
12327,夢想,,,,,,,,,,,,
12328,もったい,,,,,,,,,,,,
12329,まあいいか,,,,,,,,,,,,
12330,卒業生,,,,,,,,,,,,
12331,恵,,,,,,,,,,,,
12332,胸部,,,,,,,,,,,,
12333,風邪を引く,,,,,,,,,,,,
12334,とんでも,,,,,,,,,,,,
12335,水筒,,,,,,,,,,,,
12336,結婚相手,,,,,,,,,,,,
12337,痛ましい,,,,,,,,,,,,
12338,火がつく,,,,,,,,,,,,
12339,者ども,,,,,,,,,,,,
12340,酔っ払い,,,,,,,,,,,,
12341,例える,,,,,,,,,,,,
12342,解決策,,,,,,,,,,,,
12343,隣人,,,,,,,,,,,,
12344,あれ以来,,,,,,,,,,,,
12345,訳がない,,,,,,,,,,,,
12346,降臨,,,,,,,,,,,,
12347,僧侶,,,,,,,,,,,,
12348,なげ,,,,,,,,,,,,
12349,ツンデレ,,,,,,,,,,,,
12350,ジト目,,,,,,,,,,,,
12351,一蹴,,,,,,,,,,,,
12352,自尊心,,,,,,,,,,,,
12353,豊満,,,,,,,,,,,,
12354,税,,,,,,,,,,,,
12355,水を差す,,,,,,,,,,,,
12356,出版社,,,,,,,,,,,,
12357,捕捉,,,,,,,,,,,,
12358,管理者,,,,,,,,,,,,
12359,襟元,,,,,,,,,,,,
12360,栗,,,,,,,,,,,,
12361,目を付ける,,,,,,,,,,,,
12362,延期,,,,,,,,,,,,
12363,どちらかと言えば,,,,,,,,,,,,
12364,鳥肌が立つ,,,,,,,,,,,,
12365,ざっくり,,,,,,,,,,,,
12366,論外,,,,,,,,,,,,
12367,持ち場,,,,,,,,,,,,
12368,殺人鬼,,,,,,,,,,,,
12369,膝枕,,,,,,,,,,,,
12370,打って変わる,,,,,,,,,,,,
12371,根気,,,,,,,,,,,,
12372,でなければならない,,,,,,,,,,,,
12373,イマイチ,,,,,,,,,,,,
12374,芸人,,,,,,,,,,,,
12375,取りつく,,,,,,,,,,,,
12376,事務的,,,,,,,,,,,,
12377,内密,,,,,,,,,,,,
12378,おぼつかない,,,,,,,,,,,,
12379,日数,,,,,,,,,,,,
12380,藁,,,,,,,,,,,,
12381,仲間達,,,,,,,,,,,,
12382,判断力,,,,,,,,,,,,
12383,した方がいい,,,,,,,,,,,,
12384,自己満足,,,,,,,,,,,,
12385,小言,,,,,,,,,,,,
12386,袴,,,,,,,,,,,,
12387,偽名,,,,,,,,,,,,
12388,忠誠心,,,,,,,,,,,,
12389,この上なく,,,,,,,,,,,,
12390,野宿,,,,,,,,,,,,
12391,巻き添え,,,,,,,,,,,,
12392,あらず,,,,,,,,,,,,
12393,揃い,,,,,,,,,,,,
12394,辟易,,,,,,,,,,,,
12395,異能,,,,,,,,,,,,
12396,錠,,,,,,,,,,,,
12397,一歩一歩,,,,,,,,,,,,
12398,したたか,,,,,,,,,,,,
12399,亡骸,,,,,,,,,,,,
12400,燃え盛る,,,,,,,,,,,,
12401,隠し,,,,,,,,,,,,
12402,木造,,,,,,,,,,,,
12403,執り行う,,,,,,,,,,,,
12404,心の内,,,,,,,,,,,,
12405,招集,,,,,,,,,,,,
12406,怒り狂う,,,,,,,,,,,,
12407,命懸け,,,,,,,,,,,,
12408,危ねえ,,,,,,,,,,,,
12409,ずんずん,,,,,,,,,,,,
12410,剣道,,,,,,,,,,,,
12411,不動,,,,,,,,,,,,
12412,若,,,,,,,,,,,,
12413,糸を引く,,,,,,,,,,,,
12414,取り返し,,,,,,,,,,,,
12415,導き,,,,,,,,,,,,
12416,うってつけ,,,,,,,,,,,,
12417,毛並み,,,,,,,,,,,,
12418,色々あって,,,,,,,,,,,,
12419,根底,,,,,,,,,,,,
12420,じろり,,,,,,,,,,,,
12421,禁,,,,,,,,,,,,
12422,蜂蜜,,,,,,,,,,,,
12423,手を掛ける,,,,,,,,,,,,
12424,尊厳,,,,,,,,,,,,
12425,選抜,,,,,,,,,,,,
12426,ただならぬ,,,,,,,,,,,,
12427,控え室,,,,,,,,,,,,
12428,惨劇,,,,,,,,,,,,
12429,増援,,,,,,,,,,,,
12430,マニア,,,,,,,,,,,,
12431,芸能人,,,,,,,,,,,,
12432,象,,,,,,,,,,,,
12433,丁目,,,,,,,,,,,,
12434,交通事故,,,,,,,,,,,,
12435,資材,,,,,,,,,,,,
12436,依頼人,,,,,,,,,,,,
12437,乱雑,,,,,,,,,,,,
12438,紙一重,,,,,,,,,,,,
12439,物色,,,,,,,,,,,,
12440,吊るす,,,,,,,,,,,,
12441,先生方,,,,,,,,,,,,
12442,放心,,,,,,,,,,,,
12443,東洋,,,,,,,,,,,,
12444,そのまんま,,,,,,,,,,,,
12445,リモコン,,,,,,,,,,,,
12446,補強,,,,,,,,,,,,
12447,ぬるぬる,,,,,,,,,,,,
12448,ネジ,,,,,,,,,,,,
12449,いかがわしい,,,,,,,,,,,,
12450,相殺,,,,,,,,,,,,
12451,畏まる,,,,,,,,,,,,
12452,議題,,,,,,,,,,,,
12453,気の利いた,,,,,,,,,,,,
12454,子供扱い,,,,,,,,,,,,
12455,取り掛かる,,,,,,,,,,,,
12456,魂胆,,,,,,,,,,,,
12457,全軍,,,,,,,,,,,,
12458,穂,,,,,,,,,,,,
12459,良しとする,,,,,,,,,,,,
12460,重なり合う,,,,,,,,,,,,
12461,ダイヤ,,,,,,,,,,,,
12462,焼き払う,,,,,,,,,,,,
12463,監視カメラ,,,,,,,,,,,,
12464,劣化,,,,,,,,,,,,
12465,上の空,,,,,,,,,,,,
12466,手の内,,,,,,,,,,,,
12467,ケータイ,,,,,,,,,,,,
12468,呼び起こす,,,,,,,,,,,,
12469,天上,,,,,,,,,,,,
12470,濃度,,,,,,,,,,,,
12471,声援,,,,,,,,,,,,
12472,人望,,,,,,,,,,,,
12473,所望,,,,,,,,,,,,
12474,注射,,,,,,,,,,,,
12475,方式,,,,,,,,,,,,
12476,血相を変える,,,,,,,,,,,,
12477,就寝,,,,,,,,,,,,
12478,櫛,,,,,,,,,,,,
12479,着々,,,,,,,,,,,,
12480,地理,,,,,,,,,,,,
12481,ずる,,,,,,,,,,,,
12482,新米,,,,,,,,,,,,
12483,虹色,,,,,,,,,,,,
12484,呼び捨てにする,,,,,,,,,,,,
12485,二手,,,,,,,,,,,,
12486,全域,,,,,,,,,,,,
12487,管轄,,,,,,,,,,,,
12488,やねん,,,,,,,,,,,,
12489,正装,,,,,,,,,,,,
12490,感ずる,,,,,,,,,,,,
12491,残党,,,,,,,,,,,,
12492,危険を冒す,,,,,,,,,,,,
12493,別として,,,,,,,,,,,,
12494,一晩中,,,,,,,,,,,,
12495,ジャガイモ,,,,,,,,,,,,
12496,ヤクザ,,,,,,,,,,,,
12497,何にせよ,,,,,,,,,,,,
12498,それゆえに,,,,,,,,,,,,
12499,駆け足,,,,,,,,,,,,
12500,助っ人,,,,,,,,,,,,
12501,くすむ,,,,,,,,,,,,
12502,左肩,,,,,,,,,,,,
12503,厚み,,,,,,,,,,,,
12504,鉄格子,,,,,,,,,,,,
12505,調教,,,,,,,,,,,,
12506,浅はか,,,,,,,,,,,,
12507,悶絶,,,,,,,,,,,,
12508,一身,,,,,,,,,,,,
12509,子育て,,,,,,,,,,,,
12510,甘酸っぱい,,,,,,,,,,,,
12511,裁縫,,,,,,,,,,,,
12512,新手,,,,,,,,,,,,
12513,胸騒ぎ,,,,,,,,,,,,
12514,新婚,,,,,,,,,,,,
12515,教団,,,,,,,,,,,,
12516,ロリコン,,,,,,,,,,,,
12517,添う,,,,,,,,,,,,
12518,してみると,,,,,,,,,,,,
12519,チップ,,,,,,,,,,,,
12520,全面,,,,,,,,,,,,
12521,使い果たす,,,,,,,,,,,,
12522,大理石,,,,,,,,,,,,
12523,狼狽える,,,,,,,,,,,,
12524,聖地,,,,,,,,,,,,
12525,義姉,,,,,,,,,,,,
12526,弱める,,,,,,,,,,,,
12527,上から目線,,,,,,,,,,,,
12528,突き入れる,,,,,,,,,,,,
12529,串,,,,,,,,,,,,
12530,既存,,,,,,,,,,,,
12531,鷹揚,,,,,,,,,,,,
12532,おっとり,,,,,,,,,,,,
12533,同棲,,,,,,,,,,,,
12534,蹴り上げる,,,,,,,,,,,,
12535,推奨,,,,,,,,,,,,
12536,千葉,,,,,,,,,,,,
12537,観客席,,,,,,,,,,,,
12538,満載,,,,,,,,,,,,
12539,余波,,,,,,,,,,,,
12540,挟み込む,,,,,,,,,,,,
12541,暗記,,,,,,,,,,,,
12542,忽然,,,,,,,,,,,,
12543,殺し屋,,,,,,,,,,,,
12544,殴りかかる,,,,,,,,,,,,
12545,こうすれば,,,,,,,,,,,,
12546,多額,,,,,,,,,,,,
12547,身を潜める,,,,,,,,,,,,
12548,石段,,,,,,,,,,,,
12549,返済,,,,,,,,,,,,
12550,姿を隠す,,,,,,,,,,,,
12551,気取り,,,,,,,,,,,,
12552,喧嘩を売る,,,,,,,,,,,,
12553,残念なことに,,,,,,,,,,,,
12554,ＳＮＳ,,,,,,,,,,,,
12555,曲がり角,,,,,,,,,,,,
12556,空しい,,,,,,,,,,,,
12557,骸,,,,,,,,,,,,
12558,近代,,,,,,,,,,,,
12559,赤の他人,,,,,,,,,,,,
12560,書籍,,,,,,,,,,,,
12561,ときの,,,,,,,,,,,,
12562,戦死,,,,,,,,,,,,
12563,ふっくら,,,,,,,,,,,,
12564,闘技場,,,,,,,,,,,,
12565,苗字,,,,,,,,,,,,
12566,肋骨,,,,,,,,,,,,
12567,その晩,,,,,,,,,,,,
12568,ベタベタ,,,,,,,,,,,,
12569,戦果,,,,,,,,,,,,
12570,天幕,,,,,,,,,,,,
12571,疲れ果てる,,,,,,,,,,,,
12572,全力疾走,,,,,,,,,,,,
12573,エビ,,,,,,,,,,,,
12574,上書き,,,,,,,,,,,,
12575,将棋,,,,,,,,,,,,
12576,取りあえず,,,,,,,,,,,,
12577,パチン,,,,,,,,,,,,
12578,首肯,,,,,,,,,,,,
12579,興,,,,,,,,,,,,
12580,グルグル,,,,,,,,,,,,
12581,単身,,,,,,,,,,,,
12582,年に一度,,,,,,,,,,,,
12583,ぎっしり,,,,,,,,,,,,
12584,エアコン,,,,,,,,,,,,
12585,冷ます,,,,,,,,,,,,
12586,行き過ぎる,,,,,,,,,,,,
12587,昇格,,,,,,,,,,,,
12588,略奪,,,,,,,,,,,,
12589,退却,,,,,,,,,,,,
12590,最速,,,,,,,,,,,,
12591,生還,,,,,,,,,,,,
12592,重心,,,,,,,,,,,,
12593,一途,,,,,,,,,,,,
12594,加担,,,,,,,,,,,,
12595,ドヤ顔,,,,,,,,,,,,
12596,小部屋,,,,,,,,,,,,
12597,欲情,,,,,,,,,,,,
12598,ほっそり,,,,,,,,,,,,
12599,示唆,,,,,,,,,,,,
12600,茎,,,,,,,,,,,,
12601,張り,,,,,,,,,,,,
12602,戯れ,,,,,,,,,,,,
12603,三日月,,,,,,,,,,,,
12604,真偽,,,,,,,,,,,,
12605,連動,,,,,,,,,,,,
12606,絶滅,,,,,,,,,,,,
12607,手慣れる,,,,,,,,,,,,
12608,気兼ね,,,,,,,,,,,,
12609,受け持つ,,,,,,,,,,,,
12610,気品,,,,,,,,,,,,
12611,ぱくぱく,,,,,,,,,,,,
12612,答,,,,,,,,,,,,
12613,言い争う,,,,,,,,,,,,
12614,不敬,,,,,,,,,,,,
12615,くくる,,,,,,,,,,,,
12616,ツラ,,,,,,,,,,,,
12617,画策,,,,,,,,,,,,
12618,流石は,,,,,,,,,,,,
12619,気が遠くなる,,,,,,,,,,,,
12620,に渡って,,,,,,,,,,,,
12621,その他に,,,,,,,,,,,,
12622,変質,,,,,,,,,,,,
12623,捕る,,,,,,,,,,,,
12624,いやに,,,,,,,,,,,,
12625,れっきとした,,,,,,,,,,,,
12626,馬鹿らしい,,,,,,,,,,,,
12627,顕著,,,,,,,,,,,,
12628,後戻り,,,,,,,,,,,,
12629,垂れ下がる,,,,,,,,,,,,
12630,顧客,,,,,,,,,,,,
12631,ピンと来る,,,,,,,,,,,,
12632,仰天,,,,,,,,,,,,
12633,覚,,,,,,,,,,,,
12634,差し伸べる,,,,,,,,,,,,
12635,大事件,,,,,,,,,,,,
12636,縁,,,,,,,,,,,,
12637,秘密裏,,,,,,,,,,,,
12638,虐げる,,,,,,,,,,,,
12639,また明日,,,,,,,,,,,,
12640,身を置く,,,,,,,,,,,,
12641,六本,,,,,,,,,,,,
12642,跳ね返す,,,,,,,,,,,,
12643,不平,,,,,,,,,,,,
12644,共存,,,,,,,,,,,,
12645,如何,,,,,,,,,,,,
12646,研,,,,,,,,,,,,
12647,引き攣る,,,,,,,,,,,,
12648,主,,,,,,,,,,,,
12649,結束,,,,,,,,,,,,
12650,他に何か,,,,,,,,,,,,
12651,だん,,,,,,,,,,,,
12652,休まる,,,,,,,,,,,,
12653,絶やす,,,,,,,,,,,,
12654,岬,,,,,,,,,,,,
12655,奔走,,,,,,,,,,,,
12656,通訳,,,,,,,,,,,,
12657,大々的,,,,,,,,,,,,
12658,無理強い,,,,,,,,,,,,
12659,師団,,,,,,,,,,,,
12660,責め,,,,,,,,,,,,
12661,最悪の事態,,,,,,,,,,,,
12662,固執,,,,,,,,,,,,
12663,コンプレックス,,,,,,,,,,,,
12664,挑発的,,,,,,,,,,,,
12665,変わり者,,,,,,,,,,,,
12666,幽閉,,,,,,,,,,,,
12667,よろ,,,,,,,,,,,,
12668,端正,,,,,,,,,,,,
12669,信頼関係,,,,,,,,,,,,
12670,忘れ去る,,,,,,,,,,,,
12671,塗りつぶす,,,,,,,,,,,,
12672,むせる,,,,,,,,,,,,
12673,佇まい,,,,,,,,,,,,
12674,突き出る,,,,,,,,,,,,
12675,踏み潰す,,,,,,,,,,,,
12676,立て,,,,,,,,,,,,
12677,甘え,,,,,,,,,,,,
12678,引き入れる,,,,,,,,,,,,
12679,詐欺師,,,,,,,,,,,,
12680,接待,,,,,,,,,,,,
12681,少量,,,,,,,,,,,,
12682,覆面,,,,,,,,,,,,
12683,威張る,,,,,,,,,,,,
12684,同じ年,,,,,,,,,,,,
12685,しく,,,,,,,,,,,,
12686,銀座,,,,,,,,,,,,
12687,雇い主,,,,,,,,,,,,
12688,野獣,,,,,,,,,,,,
12689,意識が戻る,,,,,,,,,,,,
12690,浴槽,,,,,,,,,,,,
12691,ＨＰ,,,,,,,,,,,,
12692,流星,,,,,,,,,,,,
12693,手製,,,,,,,,,,,,
12694,駈ける,,,,,,,,,,,,
12695,単体,,,,,,,,,,,,
12696,ぶれる,,,,,,,,,,,,
12697,気づき,,,,,,,,,,,,
12698,人間的,,,,,,,,,,,,
12699,ブンブン,,,,,,,,,,,,
12700,呼称,,,,,,,,,,,,
12701,凜,,,,,,,,,,,,
12702,政,,,,,,,,,,,,
12703,群れる,,,,,,,,,,,,
12704,省,,,,,,,,,,,,
12705,ばらす,,,,,,,,,,,,
12706,賞金,,,,,,,,,,,,
12707,服従,,,,,,,,,,,,
12708,罰する,,,,,,,,,,,,
12709,新幹線,,,,,,,,,,,,
12710,申し分ない,,,,,,,,,,,,
12711,統率,,,,,,,,,,,,
12712,しょっぱい,,,,,,,,,,,,
12713,本隊,,,,,,,,,,,,
12714,雌,,,,,,,,,,,,
12715,全長,,,,,,,,,,,,
12716,反感,,,,,,,,,,,,
12717,弓矢,,,,,,,,,,,,
12718,狸,,,,,,,,,,,,
12719,ひび割れる,,,,,,,,,,,,
12720,含み,,,,,,,,,,,,
12721,初夏,,,,,,,,,,,,
12722,鳥居,,,,,,,,,,,,
12723,勤め,,,,,,,,,,,,
12724,消し飛ぶ,,,,,,,,,,,,
12725,ゴクリ,,,,,,,,,,,,
12726,上々,,,,,,,,,,,,
12727,備え,,,,,,,,,,,,
12728,挨拶を交わす,,,,,,,,,,,,
12729,相互,,,,,,,,,,,,
12730,長剣,,,,,,,,,,,,
12731,消毒,,,,,,,,,,,,
12732,合唱,,,,,,,,,,,,
12733,録画,,,,,,,,,,,,
12734,打ち上げ,,,,,,,,,,,,
12735,でる,,,,,,,,,,,,
12736,空振り,,,,,,,,,,,,
12737,遅らせる,,,,,,,,,,,,
12738,クビになる,,,,,,,,,,,,
12739,活力,,,,,,,,,,,,
12740,体現,,,,,,,,,,,,
12741,ひとりぼっち,,,,,,,,,,,,
12742,持ちこたえる,,,,,,,,,,,,
12743,大人数,,,,,,,,,,,,
12744,傍目,,,,,,,,,,,,
12745,穴を開ける,,,,,,,,,,,,
12746,暇もなく,,,,,,,,,,,,
12747,殺風景,,,,,,,,,,,,
12748,言いつけ,,,,,,,,,,,,
12749,出し物,,,,,,,,,,,,
12750,満ち溢れる,,,,,,,,,,,,
12751,行き渡る,,,,,,,,,,,,
12752,誌,,,,,,,,,,,,
12753,ラフ,,,,,,,,,,,,
12754,パン屋,,,,,,,,,,,,
12755,が早いか,,,,,,,,,,,,
12756,言い草,,,,,,,,,,,,
12757,一回転,,,,,,,,,,,,
12758,着ぐるみ,,,,,,,,,,,,
12759,邸,,,,,,,,,,,,
12760,足掻く,,,,,,,,,,,,
12761,生まれつき,,,,,,,,,,,,
12762,世話を焼く,,,,,,,,,,,,
12763,陸上,,,,,,,,,,,,
12764,通りすがり,,,,,,,,,,,,
12765,定期,,,,,,,,,,,,
12766,区切り,,,,,,,,,,,,
12767,人魚,,,,,,,,,,,,
12768,卑怯者,,,,,,,,,,,,
12769,自滅,,,,,,,,,,,,
12770,心の奥,,,,,,,,,,,,
12771,根回し,,,,,,,,,,,,
12772,愛着,,,,,,,,,,,,
12773,助,,,,,,,,,,,,
12774,統括,,,,,,,,,,,,
12775,斜め上,,,,,,,,,,,,
12776,追い求める,,,,,,,,,,,,
12777,たこ焼き,,,,,,,,,,,,
12778,がむしゃら,,,,,,,,,,,,
12779,跨る,,,,,,,,,,,,
12780,呆気ない,,,,,,,,,,,,
12781,人知れず,,,,,,,,,,,,
12782,教員,,,,,,,,,,,,
12783,木立,,,,,,,,,,,,
12784,城下,,,,,,,,,,,,
12785,ダラダラ,,,,,,,,,,,,
12786,上段,,,,,,,,,,,,
12787,首尾,,,,,,,,,,,,
12788,自制,,,,,,,,,,,,
12789,即席,,,,,,,,,,,,
12790,演習,,,,,,,,,,,,
12791,唸り,,,,,,,,,,,,
12792,けしかける,,,,,,,,,,,,
12793,忍,,,,,,,,,,,,
12794,くらいのもの,,,,,,,,,,,,
12795,傀儡,,,,,,,,,,,,
12796,身をもって,,,,,,,,,,,,
12797,うまく行く,,,,,,,,,,,,
12798,わけがある,,,,,,,,,,,,
12799,土曜,,,,,,,,,,,,
12800,誤算,,,,,,,,,,,,
12801,倫理,,,,,,,,,,,,
12802,迫り来る,,,,,,,,,,,,
