Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
24827,易々,,,,,,,,,,,,
24834,ぴちゃぴちゃ,,,,,,,,,,,,
24848,かねてから,,,,,,,,,,,,
24866,どっさり,,,,,,,,,,,,
24924,ずんぐり,,,,,,,,,,,,
24929,てくてく,,,,,,,,,,,,
24938,どうもありがとうございました,,,,,,,,,,,,
24952,結構大変,,,,,,,,,,,,
24964,ぴき,,,,,,,,,,,,
25033,ガシガシ,,,,,,,,,,,,
25060,ツルツル,,,,,,,,,,,,
25078,もこもこ,,,,,,,,,,,,
25087,ゴソゴソ,,,,,,,,,,,,
25090,すくすく,,,,,,,,,,,,
25126,ずい,,,,,,,,,,,,
25130,むしゃむしゃ,,,,,,,,,,,,
25173,ガチャン,,,,,,,,,,,,
25185,ぽい,,,,,,,,,,,,
25190,ポチ,,,,,,,,,,,,
25230,すうすう,,,,,,,,,,,,
25233,あんまし,,,,,,,,,,,,
25250,ぐぐっと,,,,,,,,,,,,
25260,モタモタ,,,,,,,,,,,,
25280,ゆさゆさ,,,,,,,,,,,,
25289,ごく当たり前,,,,,,,,,,,,
25292,ピクリとも動かない,,,,,,,,,,,,
25323,ふにふに,,,,,,,,,,,,
25343,泣く泣く,,,,,,,,,,,,
25380,うじゃうじゃ,,,,,,,,,,,,
25392,ぴくっと,,,,,,,,,,,,
25400,ふいと,,,,,,,,,,,,
25401,追々,,,,,,,,,,,,
25420,こっくり,,,,,,,,,,,,
25450,ひょこひょこ,,,,,,,,,,,,
25462,遥か昔,,,,,,,,,,,,
25476,ぴしり,,,,,,,,,,,,
25573,ぎょろり,,,,,,,,,,,,
25588,ああだこうだ,,,,,,,,,,,,
25597,けらけら,,,,,,,,,,,,
25618,にやっと笑う,,,,,,,,,,,,
25660,忽ち,,,,,,,,,,,,
25731,しきりと,,,,,,,,,,,,
25737,しっくり来る,,,,,,,,,,,,
25746,ムカムカ,,,,,,,,,,,,
25776,ボソリ,,,,,,,,,,,,
25785,ちげー,,,,,,,,,,,,
25788,ガクッ,,,,,,,,,,,,
25839,どうかよろしく,,,,,,,,,,,,
25841,全くする,,,,,,,,,,,,
25861,すいすい,,,,,,,,,,,,
25869,しばらく前,,,,,,,,,,,,
25902,そうだ,,,,,,,,,,,,
25910,ずらっと,,,,,,,,,,,,
25925,かくん,,,,,,,,,,,,
25961,いっぱし,,,,,,,,,,,,
25980,ひょっと,,,,,,,,,,,,
26004,ケラケラ,,,,,,,,,,,,
26072,きゃっきゃ,,,,,,,,,,,,
26074,ポッと,,,,,,,,,,,,
26076,シュッと,,,,,,,,,,,,
26090,ぴっちり,,,,,,,,,,,,
26091,いまだかつて,,,,,,,,,,,,
26102,でっぷり,,,,,,,,,,,,
26120,バキバキ,,,,,,,,,,,,
26121,おちおち,,,,,,,,,,,,
26172,けろり,,,,,,,,,,,,
26182,復,,,,,,,,,,,,
26188,キュンキュン,,,,,,,,,,,,
26195,パーン,,,,,,,,,,,,
26198,ピリッと,,,,,,,,,,,,
26202,ムラムラ,,,,,,,,,,,,
